#X	Y
0	0
0.2	0.198669
0.4	0.389418
0.6	0.564642
0.8	0.717356
1	0.841471
1.2	0.932039
1.4	0.98545
1.6	0.999574
1.8	0.973848
2	0.909297
2.2	0.808496
2.4	0.675463
2.6	0.515501
2.8	0.334988
3	0.14112
3.2	-0.0583741
3.4	-0.255541
3.6	-0.44252
3.8	-0.611858
4	-0.756802
4.2	-0.871576
4.4	-0.951602
4.6	-0.993691
4.8	-0.996165
5	-0.958924
5.2	-0.883455
5.4	-0.772764
5.6	-0.631267
5.8	-0.464602
6	-0.279415
6.2	-0.0830894
6.4	0.116549
6.6	0.311541
6.8	0.494113
7	0.656987
7.2	0.793668
7.4	0.898708
7.6	0.96792
7.8	0.998543
8	0.989358
8.2	0.940731
8.4	0.854599
8.6	0.734397
8.8	0.584917
9	0.412118
9.2	0.22289
9.4	0.0247754
9.6	-0.174327
9.8	-0.366479
10	-0.544021
10.2	-0.699875
10.4	-0.827826
10.6	-0.922775
10.8	-0.980936
11	-0.99999
11.2	-0.979178
11.4	-0.919329
11.6	-0.822829
11.8	-0.693525
12	-0.536573
12.2	-0.358229
12.4	-0.165604
12.6	0.033623
12.8	0.23151
13	0.420167
13.2	0.592074
13.4	0.740376
13.6	0.859162
13.8	0.943696
